LocationNormalized,CustomerID,total_spent,transactions,city_rank
KHAMIS MUSHYAT,C6135440,1833.07,1,1
VANCHIYUR THIRUVANANTHAPURAM,C1817248,1832.0,1,1
G B  NAGAR,C6033944,1830.81,1,1
SHOWROOM VIKHROLI (W) MUMBAI,C8724754,1830.0,1,1
CHARTERED BANK SOMAJIGUDA HYDERABAD,C8794411,1827.0,1,1
VALAVANNOOR,C7716470,1826.95,1,1
SAWAI MADHOPUR,C2240740,1825.0,1,1
SANTHOSH SUPER MARKET CHENNAI,C4542016,1824.9,1,1
SECTOR 7 NARELA NORTH WEST DELHI,C4516941,1824.37,1,1
HUJURNAGAR,C6511178,1823.0,1,1
SECUNDERABAD HYDERABAD SECUNDERABAD,C6026581,1820.35,1,1
KURLA EAST,C7035686,1820.0,1,1
CHITTAURGARH,C4241766,1819.65,1,1
LATHUR,C6534069,1819.3,1,1
MITHAPUR,C2155511,1816.0,1,1
VIRUDHUNAGAR VIRUDHUNAGAR,C8669343,1816.0,1,1
JUINAGAR,C5237675,1815.93,1,1
AAKASH WINE SHOP MUMBAI,C7618122,1815.0,1,1
CHENNAI VEGITABLES CHENNAI,C5431271,1814.5,1,1
SHETTY ROAD NEAR RMO MUMBAI,C2036474,1809.64,1,1
AMALNER,C8828976,1809.0,1,1
CHAMOLI,C1130375,1809.0,1,1
LOHIT,C7910051,1806.0,1,1
BESIDE CHUTNEYS HYDERABAD,C1836831,1804.0,1,1
JN ABOVE REDWOOD BANGALORE,C4111122,1804.0,1,1
BASIRHAT,C7116929,1803.0,1,1
ONGOLE,C1639127,1802.98,1,1
MOHINDARGARH,C1238933,1800.56,1,1
BERGEN,C8217432,1800.0,1,1
COLLEGE DURGAPUR,C8637614,1800.0,1,1
COMPLEX NIDADAVOLE,C4035520,1800.0,1,1
EDOGAWA-KU,C1434149,1800.0,1,1
KANCHIPURAM DISTRICT,C4529427,1800.0,1,1
LINGAMGUNTLA GUNTUR,C3225089,1800.0,1,1
MAHIPAL PUR,C4610511,1800.0,1,1
MIRA ROAD EAST  MUMBAI,C2026446,1800.0,1,1
MUMBAI BHANDUP COMPLEX MUMBAI,C3536536,1800.0,1,1
NR AUDI SHOWROOM ELECTRONIC CITY PO,C2741478,1800.0,1,1
PACHASIL NAGAR,C6311789,1800.0,1,1
PARAVADA,C6626149,1800.0,1,1
PRATTIPADU WEST GODAVARI,C4142173,1800.0,1,1
ROAD NEAR JAGAT FARM GREATER NOIDA,C6036554,1800.0,1,1
THRIKKAKARA KAKKANAD ERN,C2923741,1800.0,1,1
UNJHA,C3742730,1800.0,1,1
UTTAMNAGAR DWARKA WESTDELHI DELHI,C2623776,1800.0,1,1
BETIM BARDEZ,C2521756,1799.0,1,1
BANURH,C7693153,1798.0,1,1
SEONI,C1613919,1798.0,1,1
BANGALORE NORTH BANGALORE,C7030985,1797.0,1,1
CHANDRASEKHARPUR BHUBANESWAR,C4330432,1797.0,1,1
DATIA,C4112755,1797.0,1,1
HIGHWAY THANE,C1012685,1797.0,1,1
NAGALAND,C8510011,1797.0,1,1
GUHLA,C4027920,1795.76,1,1
JORABAGAN KOLKATA,C4018787,1795.16,1,1
USHODAYA S MKT HYDERABAD,C2012324,1795.0,1,1
WEST THANE KASARVADAVALI,C5924480,1795.0,1,1
BEGUMPET,C4338872,1793.0,1,1
COORG,C3831629,1791.47,1,1
NABHA (PUNJAB),C5641612,1791.0,1,1
NAGAR DOMBIVALI WEST THANE,C4515577,1791.0,1,1
GUNDIYAL,C8718178,1790.88,1,1
BHUVAN SHIVAJINAGAR PUNE,C8235336,1790.0,1,1
MIRA-BHAYANDAR THANE,C5682631,1790.0,1,1
SUNGHBHUM JAMSHEDPUR,C7934437,1790.0,1,1
K V RANGAREDDY HYDERABAD,C7640115,1789.0,1,1
MURADABAD,C1994230,1788.0,1,1
CHAKLASI,C3532477,1787.0,1,1
HAILY MANDI,C8634657,1787.0,1,1
NAGAR (MOHALI) MOHALI,C1841841,1785.0,1,1
THENI DT,C4617856,1785.0,1,1
NR  CYCLE SHOP BANKURA,C3942687,1783.85,1,1
SIRA,C5832342,1780.0,1,1
BANK NAVIMUMBAI,C8341324,1776.26,1,1
NEAR TARINI TEMPLE CUTTACK,C7732533,1775.0,1,1
KAROL BAGH,C1285112,1774.0,1,1
KHADO SURAT,C3027612,1773.6,1,1
DOMLUR BANGALORE,C6630523,1773.0,1,1
TIRUCHI,C7292043,1771.0,1,1
VASAI VIRAR THANE,C3238192,1770.14,1,1
MUNDAGOD,C6915425,1770.0,1,1
PERIYAR NAGAR ERODE,C7733076,1770.0,1,1
KAIMANAM THIRUVANATHAPURAM,C6641190,1769.74,1,1
DOMBIVALI W MUMBAI,C5722847,1769.0,1,1
TIRUKOILUR,C3235817,1769.0,1,1
MACHILIPATNAM,C3012975,1768.0,1,1
NALLASOPARA EAST THANE,C1742177,1767.45,1,1
TALALA,C8616083,1765.0,1,1
ABHISHEK VEG PUNE,C8128866,1764.47,1,1
FOR WOMEN HYDERABAD,C7934117,1764.0,1,1
SANGLI-DISTRICT,C5414914,1764.0,1,1
CHICALIM,C6829937,1762.0,1,1
AUROVILLE,C4733178,1760.0,1,1
BOISAR (W),C7517421,1760.0,1,1
DERGAON,C4625380,1760.0,1,1
MANKAPUR NAGPUR NAGPUR,C9032959,1760.0,1,1
PRISTAGE VARACHHA ROAD SURAT,C1921785,1760.0,1,1
KALIDAS NAGAR,C3926927,1758.0,1,1
PENHA DE FRANCE,C3949085,1758.0,1,1
ASHOK VIHAR PHASE 3 GURGAON,C7111764,1755.0,1,1
COMPLEX THANE,C7211758,1755.0,1,1
AHMEDBAD,C5922027,1750.0,1,1
BENGGALOORU,C8746133,1750.0,1,1
BORIVALI MUMBAI,C6224553,1750.0,1,1
BUS STOP BANGALORE,C7231957,1750.0,1,1
GAUTAM BUDH NAGAR NOIDA,C2531231,1750.0,1,1
HARYANA TOHANA,C5411380,1750.0,1,1
PALWANCHA,C9037847,1750.0,1,1
PORUR TOLL GATE CHENNAI,C3521885,1750.0,1,1
DASUYA PUNJAB TANDA,C6026075,1747.52,1,1
MIRA ROAD (EAST) THANE,C3112221,1745.5,1,1
HALL HYDERABAD,C8113681,1745.0,1,1
HINJEWADI -PUNE,C2926332,1745.0,1,1
THILLAINAGAR TRICHY,C6535768,1742.0,1,1
DUBAI -UNITED ARAB EMIRATES DUBAI,C8496134,1741.0,1,1
HOBLI BANGALORE,C1930491,1741.0,1,1
TIRUR,C3115062,1741.0,1,1
MANGAL KARYALAY NASHIK,C2033868,1739.0,1,1
BALKUM THANE THANE,C8341852,1737.91,1,1
EAST CHARALA MIDC MUMBAI,C8997328,1737.0,1,1
VITTOO TIKKI WALA NEW DELHI,C5832766,1737.0,1,1
SAI,C8239441,1735.0,1,1
ADARSHA JALPAIGURI,C7932274,1733.0,1,1
PAVANSERE,C7817961,1733.0,1,1
HOJAI,C8773344,1732.3,1,1
COMPANY BANGALORE,C2429973,1731.2,1,1
KUTTANADU,C6997867,1731.0,1,1
VILLE HOUSE MUMBAI,C5718483,1731.0,1,1
NAGARKURNOOL,C1430255,1730.0,1,1
SAMSTIPUR,C1638729,1727.0,1,1
RAJPUR,C4737653,1726.0,1,1
DHARAPURAM,C7935922,1725.0,1,1
DHIRAJ GAOURAV HEIGHT BLDG MUMBAI,C4147858,1725.0,1,1
ROOM ELECTRONIC CITY PO BANGALORE,C6014787,1725.0,1,1
CHERTHALA,C2512648,1724.86,1,1
NOIDA GBN,C8926077,1723.0,1,1
ARUSHA,C7521342,1720.69,1,1
BANGALORE RURAL,C3228476,1720.0,1,1
KODUR,C5313148,1719.0,1,1
SENEPATI,C5927953,1719.0,1,1
CHANDAUSI,C8233887,1717.0,1,1
NARASPUR,C2815329,1717.0,1,1
VISAKHAPATNAM URBAN VISAKHAPATNAM,C7222562,1715.0,1,1
SUKET,C1889657,1714.66,1,1
NAGPUR (URBAN) NAGPUR,C5557851,1714.62,1,1
LEIKAI,C6832381,1714.0,1,1
VIRUPAKSHAPURA,C7337080,1713.22,1,1
DHAKOLI,C4928850,1712.26,1,1
SCHOOL DOMBIVALI WEST,C1532854,1710.97,1,1
DANDENONG,C7298175,1710.79,1,1
MILL OKHLA INDL ESTATE NEW DELHI,C5026132,1710.0,1,1
OPP SIDDHARTH COLLEGE MUMBAI,C5256730,1710.0,1,1
POINTS HOTEL VADGAON SHERI PUNE,C1015150,1710.0,1,1
INDUSTRIAL AREA HOSUR RD BANGALORE,C7423486,1707.0,1,1
COLONY JAMMU,C6413739,1705.0,1,1
SANGALI,C1830687,1705.0,1,1
ZUARINAGAR,C8633976,1704.19,1,1
DEONAR MUMBAI,C5135519,1703.0,1,1
ENMAKAJE,C3037318,1702.0,1,1
THANE-WEST,C7424066,1702.0,1,1
KANDIVALI (E) MUMBAI,C1927523,1701.7,1,1
"JEHANGIR HOSP, PUNE",C7524823,1701.0,1,1
ABOVE REDWOOD FURNITURES BANGALORE,C1442569,1700.0,1,1
AMBALA CANTT.,C2111143,1700.0,1,1
BUDH NAGAR NOIDA,C8695726,1700.0,1,1
BUS DEPOT BORIVALI (E) MUMBAI,C7436428,1700.0,1,1
CHITRADURGA,C3919218,1700.0,1,1
COMPLEX MUMBAI,C3211668,1700.0,1,1
GARI CHOWK GHAZIABAD,C3219311,1700.0,1,1
GOLMURI JAMSHEDPUR,C2728763,1700.0,1,1
GOVT SCHOOL BENGALURU,C5310377,1700.0,1,1
KHATIMA,C7825533,1700.0,1,1
NANGUNERI,C8633519,1700.0,1,1
NEAR BOMBAY BAZAAR MUMBAI,C2695557,1700.0,1,1
NR KEREGUDDADAHALLI BUS STOP,C1439730,1700.0,1,1
OOTY,C8131476,1700.0,1,1
PAINTING AND HARDWARE MUMBAI,C7139839,1700.0,1,1
PHULWARI SHARIF,C1299814,1700.0,1,1
SERCHHIP,C2040313,1700.0,1,1
SHASTRI NAGAR SAKINAKA MUMBAI,C5233934,1700.0,1,1
SIMURALI,C3842131,1700.0,1,1
TAMBHERE,C3537629,1700.0,1,1
THIRUVANDRAM,C2825060,1700.0,1,1
THODAPUZHA,C7787847,1700.0,1,1
VASANTHNAGAR,C6640018,1700.0,1,1
C/O VISHAL SANCHETI KOLKATA,C7228077,1699.0,1,1
DHARUHERA REWARI,C3839845,1699.0,1,1
GOREGAON WEST-MUMBAI,C7533538,1699.0,1,1
KALYAN STN RD KALYAN W KALYAN,C4220580,1699.0,1,1
LAYOUT J P NGR 3RD PHASE BANGALORE,C8372520,1699.0,1,1
MANDIR VADODARA,C8131983,1699.0,1,1
MAUNATH BHANJAN,C8114975,1699.0,1,1
PERUMBAVOOR,C8769418,1699.0,1,1
THANE KALWA KHOREGAON,C3039431,1699.0,1,1
WASHIM,C8865477,1698.5,1,1
CHOMU JAIPUR,C1639632,1698.0,1,1
GOPALPURA,C1333387,1698.0,1,1
BIHARSHARIF,C3424473,1697.0,1,1
BYCULLA E MUMBAI,C7818526,1697.0,1,1
GUDIWADA,C8124322,1696.0,1,1
MAJIRDANGA,C8628529,1695.26,1,1
KAPASHERA NEW DELHI,C1064771,1694.0,1,1
VIZAG,C8035767,1693.5,1,1
KALHER VILLAGE BHIWANDI THANE,C3318265,1690.0,1,1
PETROL PUMP NAGPUR,C4539584,1690.0,1,1
ULLHASNAGARTHANE ULLHASNAGAR-4THANE,C4777227,1690.0,1,1
WESTERN RLY WORKSHOP MUMBAI,C6177161,1687.32,1,1
SOUTH SIKKIM,C2563675,1684.93,1,1
SHAKARPUR GANDHI NAGAR EAST DELHI,C5143268,1684.36,1,1
DIST NORTH GOA,C8641391,1684.15,1,1
RAIGAD NAVI MUMBAI,C5636588,1683.0,1,1
MEDHASAN,C7813854,1680.0,1,1
NUH MEWAT,C5822723,1680.0,1,1
VEEYANNOOR,C3723085,1680.0,1,1
KALYANI DT-NADIA,C1721576,1679.0,1,1
PH 2 HYDERABAD,C1749647,1679.0,1,1
ROHAN WINE SHOP MUMBAI,C8820027,1677.7,1,1
JYOTI PHULE NAGAR,C4317723,1677.0,1,1
NR KARISHMA SOCIETY PUNE,C5438227,1676.0,1,1
BELAPUR RD MIDC NAVI MUMBAI,C3839225,1675.0,1,1
STREET MANNADY CHENNAI,C5981767,1675.0,1,1
COMPOUND MUMBAI,C4634715,1673.0,1,1
OTTAPIDARAM TALUK,C1022281,1673.0,1,1
ABOVE SUZUKI BANGALORE,C2239851,1672.0,1,1
ADITYA MALL GHAZIABAD,C3438536,1671.66,1,1
(SUBURBAN) MUMBAI,C6881328,1670.0,1,1
HYDERBAD,C6438214,1670.0,1,1
EASTERN EXPS HIGHWAY SION E MUMBAI,C7517261,1669.35,1,1
SCHOOL SILCHAR,C6014681,1669.13,1,1
PAKALA,C8828931,1669.0,1,1
MAHADEVAPURA,C1134038,1668.51,1,1
QURESHI ELECTRICITY WORKS NEW DELHI,C8329340,1668.5,1,1
INJARAM EAST GODAVARI,C3915963,1668.0,1,1
MULUND EAST MUMBAI,C8225914,1667.82,1,1
KATHUA,C6431960,1667.0,1,1
ASANSOL NORTH ASANSOL,C1426569,1665.88,1,1
CURCHOREM SOUTH GOA,C6983318,1665.0,1,1
DONAR S O T F DONAR MUMBAI,C5326647,1665.0,1,1
KOTTARAKKARA,C4918085,1665.0,1,1
VIRAR EAST THANE,C1729048,1662.0,1,1
VISHAKAPATNAM,C7841152,1662.0,1,1
HEIGHTS HYDERABAD,C1625582,1660.0,1,1
BASMAT,C4018986,1657.0,1,1
CHANOD VAPI,C8029529,1657.0,1,1
JANDALI,C2320454,1657.0,1,1
STREET MUMBAI,C7740417,1656.0,1,1
VETERINARY HOSPITAL GHAZIPUR,C8416783,1656.0,1,1
OLD FARIDABAD FBD,C4822155,1655.0,1,1
RAMANAGARA P,C1840743,1654.95,1,1
JANJGIR CHAMPA,C3023652,1654.28,1,1
MUMBAI SUBARBAN DIST MUMBAI,C3063479,1653.41,1,1
CHILIMBI MANGALORE,C4521555,1651.0,1,1
SADAVALI,C5526677,1650.33,1,1
BEGUMPET SECUNDERABAD,C3029122,1650.0,1,1
KAITHAL KAITHAL,C2936629,1650.0,1,1
NEAR RAILWAY PALTFORM NO 1 THANE,C2418991,1650.0,1,1
AND MAHARASHTRA BANK MULUND,C4223260,1649.0,1,1
KODAMBAKKAM CHENNAI,C5027066,1649.0,1,1
VANGOAN,C3734729,1649.0,1,1
B/H SHOPPER STOP BEGAMPET HYDERABAD,C6242129,1645.98,1,1
VIHAR HOTEL MUMBAI,C6036479,1644.12,1,1
JEJURI,C7351933,1642.0,1,1
TEMPLE THANE,C4315635,1640.8,1,1
TILLAKNAGAR,C1021827,1640.0,1,1
BHAYANDER ROAD THANE,C6923815,1638.0,1,1
ROAD BANGALORE KONANAKUNTE,C2545728,1636.0,1,1
BHAYANDAR WEST,C2638130,1635.0,1,1
INDRANA,C5238673,1635.0,1,1
NAMAN PLAZA MUMBAI,C4515615,1635.0,1,1
TAL KANCHEEPURAM DIST KANCHEEPURAM,C9035883,1635.0,1,1
CHUNABHATTI EAST MUMBAI,C8193962,1634.0,1,1
KALAMBOLI,C5711176,1634.0,1,1
ALTO-PROVORIM,C4219972,1633.0,1,1
KOZHENCHERRY,C5595554,1630.0,1,1
THANTIKONDA,C5928140,1630.0,1,1
TAMPA,C7842234,1629.0,1,1
EXTN NEW DELHI,C1530442,1628.0,1,1
TO DIAMOND HOUSE HYDERABAD,C5837346,1627.0,1,1
TANGUTUR,C8230012,1625.5,1,1
KR PURAM HOBLI BANGALORE,C4943043,1625.3,1,1
8 IMT MANESAR GURGAON,C3613065,1619.97,1,1
BAUG CIRLCE SURAT,C5123450,1619.0,1,1
DEALERS SHOP KAVERY NGR BANGALORE,C2520163,1619.0,1,1
KURUM PADA,C9093859,1619.0,1,1
VASHINAKA MUMBAI,C1832147,1619.0,1,1
PAREL (E) MUMBAI,C4037185,1617.0,1,1
BHADURGARH,C5134882,1615.04,1,1
NEAR BIKANER CHOICE NEW DELHI,C8918012,1615.0,1,1
CYBERABAD,C6730683,1613.0,1,1
SHANSHABAD HYDERABAD,C4826573,1613.0,1,1
WEST (MUMBAI),C5132049,1613.0,1,1
CHARODA,C5519920,1611.0,1,1
KANDIVALI W-MUMBAI,C7127772,1610.0,1,1
WADGAON SHERI PUNE,C8026129,1610.0,1,1
THODUPUZHA IDUKKI,C3836857,1609.78,1,1
METRO STN HALASURU BANGALORE,C7311346,1609.0,1,1
KALYANI NADIA,C7616966,1608.0,1,1
JADHAV MARG LOWER PAREL WEST MUMBAI,C2633960,1607.0,1,1
KANCHEEPURAM (NORTH) (C),C2522770,1607.0,1,1
IDUKKI DIST,C4531032,1605.0,1,1
KARNAUJ,C1810927,1603.0,1,1
TO BOWRING HOSPITAL BANGALORE,C3830621,1603.0,1,1
YEDTHARE,C2536264,1601.15,1,1
BALUGAON,C6443965,1601.0,1,1
PADANAKKARA,C5046739,1600.37,1,1
AMBALA CANT,C1831646,1600.0,1,1
BAVLA AHMEDABAD,C4616522,1600.0,1,1
BORIVALI WEST,C5626180,1600.0,1,1
CINEMA CHEMBUR MUMBAI,C3419370,1600.0,1,1
KARAMSAD,C7618475,1600.0,1,1
KHANDESHWAR,C5139747,1600.0,1,1
KLINE SK AHIRE MARG WORLI MUMBAI,C8321648,1600.0,1,1
LUCKY RESTAURANT VAPI,C3820411,1600.0,1,1
MOUNTVIEW PUBLIC SCHOOL ZIRAKPUR,C1916641,1600.0,1,1
NEW NARODA HANSPURA AHMEDABAD,C6262791,1600.0,1,1
PATHAYELLAPUR,C4033419,1600.0,1,1
SAMITY RANCHI,C9035036,1600.0,1,1
SHEIKHPURA,C7820189,1600.0,1,1
TALAV VIRAR (EAST) THANE,C8037846,1600.0,1,1
THANE TEH THANE DISTT THANE THANE,C8410321,1600.0,1,1
(URBAN) KRISHNA,C3239968,1599.0,1,1
CROSS LANE MUMBAI,C3621717,1599.0,1,1
DT HOSUR,C4880976,1599.0,1,1
LIPPA,C8110013,1599.0,1,1
NEAR POTTISRIRAMULU STREET GUNTUR,C7435482,1599.0,1,1
DADAR WEST BHAWANI SHANKAR MUMBAI,C1790257,1598.0,1,1
ALIAS DAULATPUR NASIRABAD63 GURGAON,C1645037,1595.0,1,1
BUTIBORI NAGPUR,C8540441,1595.0,1,1
GANESH MANDIR BHANDARA,C3316212,1595.0,1,1
HARINGHATA,C1210376,1595.0,1,1
KATRIYA HOTEL HYDERABAD,C8428960,1595.0,1,1
KUKATPALLY BESIDE LEE PHARMA,C8510321,1595.0,1,1
OPP ANTOPHILL FIRE BRIGADE MUMBAI,C6639632,1595.0,1,1
ERNAKULAM DIST,C5530244,1592.0,1,1
DHOBIGHAT JACOB CIRCLE MUMBAI,C7691784,1590.82,1,1
TRANSPORT BHIWANDI,C2031559,1590.42,1,1
FOOT RED LIGHT NEW DELHI,C1616745,1590.0,1,1
PALAKKAD DT,C5312057,1590.0,1,1
RAMAGUNDAM,C5536912,1590.0,1,1
SANGHA KOLKATA,C3423533,1590.0,1,1
MHASAWAD,C5878336,1589.55,1,1
SCHOOL ULHASNAGAR,C6534749,1587.0,1,1
JAHANGIR HOSP PUNE,C4539326,1583.0,1,1
TEHSIL-PUNE PUNE,C6542714,1582.5,1,1
BETHANY PUNE,C1835188,1581.65,1,1
HOSABETTU,C3830618,1580.0,1,1
KURLA WEST-MUMBAI,C6152534,1580.0,1,1
NEW LINK ROAD ANDHERI (W) MUMBAI,C3639584,1580.0,1,1
VIJAYNAGAR BANGALORE,C4510125,1580.0,1,1
CENTRE BANKURA,C6030887,1579.0,1,1
MAHENDRA GARH,C3320954,1578.22,1,1
BADLAPUR(E),C8722375,1576.7,1,1
MULUND (E),C6729184,1576.0,1,1
CHERUVALLOOR,C2737185,1575.0,1,1
KOLKI ROAD UPLETA RAJKOT,C2729548,1575.0,1,1
ROAD V V PURAM BANGALORE,C6387585,1575.0,1,1
BHUMI GARDEN MUMBAI,C1015517,1574.57,1,1
NEAR BANSAL PHARMA TOHANA,C1517379,1574.0,1,1
KANAYANKAVAYAL,C3042645,1573.0,1,1
NARMADA,C3723733,1572.8,1,1
BUS STAND KOLKATA,C6027655,1571.0,1,1
OPP MEGHANA BIRYANI POINT HYDERABAD,C2329672,1567.0,1,1
DT-KENDRAPARA,C3128037,1565.0,1,1
NAGAR CHINCHWAD GAON HAVELI PUNE,C4334145,1565.0,1,1
TEAMBLE CHENNAI,C6035940,1564.82,1,1
CHINCHINIM,C8333791,1562.0,1,1
BHAGAT SINGH NAGAR NAWANSHAHR,C8139480,1560.0,1,1
PATWARDHAN GROUND NAGPUR,C1312729,1560.0,1,1
TRIVANDRUN,C7347823,1559.0,1,1
RAMANTHAPUR HYDERABAD,C5427925,1556.0,1,1
NAUPADA THANE WEST,C6636665,1555.0,1,1
BHUBANESHWAR KHURDA,C6514115,1554.0,1,1
COPENHAGEN,C4786666,1554.0,1,1
SARAIKELA,C7024360,1553.0,1,1
RATIA,C6421713,1551.55,1,1
KANNANOOR,C5992442,1551.0,1,1
DOMBIVLI (E),C7922630,1550.0,1,1
KALWA THANE,C8315992,1550.0,1,1
PIZZA PUNE,C8114938,1550.0,1,1
SAKI NAKA S O MUMBAI,C1025625,1550.0,1,1
SANGRUR DHURI,C1052439,1550.0,1,1
SCHOOL SURAT,C5621357,1550.0,1,1
SUNDER NAGAR,C4217369,1550.0,1,1
CHUNABHATTI DEPO AND STN MUMBAI,C8334948,1549.0,1,1
BANSBERIA,C1738225,1548.0,1,1
BEVERLY PARK MIRAROAD THANE,C7826535,1548.0,1,1
TURUVEKERE,C4622343,1548.0,1,1
VENKATESHWRA TEMPLE HYDERABAD,C1713051,1545.0,1,1
PUDUKKOTTAI (DT),C5929872,1544.0,1,1
DAVORLIM,C6931525,1543.0,1,1
TOSHAM,C2728087,1543.0,1,1
VAPADA,C9021992,1543.0,1,1
PURAM HOBLI BANGALORE,C3538764,1542.0,1,1
RAIGAD NR BANSAL FARM KHALAPUR,C8059050,1542.0,1,1
BHUSAWAL,C1640445,1540.0,1,1
ATTINGAL,C6631766,1539.0,1,1
AMRISTSAR,C7317050,1538.0,1,1
YAVATMAL- DISTRICT,C9040840,1537.7,1,1
DHARAPURAM MAIN ROAD TIRUPUR,C2421365,1535.0,1,1
GUTEKADI PUNE,C6419525,1535.0,1,1
K R PURAM BANGALORE,C6238042,1535.0,1,1
NADAUN,C8840387,1534.0,1,1
KRISHNA NAGAR,C2614492,1533.0,1,1
KOTTAM CHENNAI,C3031561,1531.0,1,1
AND 28 PAUD ROAD PUNE,C4129181,1530.0,1,1
MONGHYR,C8537161,1529.0,1,1
JHARSUGUDA-ORISSA,C3920379,1528.17,1,1
MAHUVA,C7434078,1527.9,1,1
BANNARI AMMAN KOIL COIMBATORE,C7335261,1527.0,1,1
PAZHAYANNUR,C4661159,1525.5,1,1
SIDDHARTHNAGAR,C8120939,1525.25,1,1
SEEPZ ANDHERI E MUMBAI,C5414611,1525.0,1,1
MOOSAPET MOOSAPET HYDERABAD,C8019219,1524.0,1,1
RD ANDHERI(W) MUMBAI,C6924575,1524.0,1,1
CLUB ASANSOL,C4436143,1523.0,1,1
BENGUSARAI,C2341011,1520.0,1,1
WEST DELY MUMBAI,C9025782,1520.0,1,1
AMBERNATH-E THANE,C8711282,1517.0,1,1
THWAL,C6898870,1517.0,1,1
PIMPRI PUNE,C2911180,1516.0,1,1
SIMBEGA,C7132534,1516.0,1,1
KHAIRTAL,C2916958,1515.0,1,1
CATHOLIC CHURCH PUNE,C1419664,1514.66,1,1
DAUND,C8240091,1512.94,1,1
HARSOLI,C8139637,1512.94,1,1
HAVERI,C5920526,1512.94,1,1
KHAMGAON,C7332931,1512.94,1,1
KOPAR W,C4552542,1512.94,1,1
KUSTAGI,C7439647,1512.94,1,1
MASKI,C7519525,1512.94,1,1
PUNE RAJGURUNAGAR,C2616356,1512.94,1,1
TALUKA KHED DIST PUNE RAJGURUNAGAR,C8221872,1512.94,1,1
TEZPUR SONITAPUR,C4428875,1512.94,1,1
VISNAGAR,C5118018,1512.94,1,1
AIT,C5615239,1512.75,1,1
ASHRAM JAHANGIRPURA RANDER SURAT,C7121242,1512.75,1,1
DHURI DIST SANGRUR,C5228454,1512.75,1,1
GORAKH PUR,C7220557,1512.75,1,1
HINGANGHAT,C8325134,1512.75,1,1
JANDIALAGURU,C6915129,1512.75,1,1
KALYAN (EAST) THANE,C3296847,1512.75,1,1
MALERKOTLA,C3389734,1512.75,1,1
MANALI (21/26) KULLU,C3036542,1512.75,1,1
MARKAPUR,C6829016,1512.75,1,1
MUMBAI CENTRAL MUMBAI,C4435643,1512.75,1,1
PAOMATA,C2013764,1512.75,1,1
AIRPORT DEVANAHALLI BANGALORE,C5741649,1511.0,1,1
TO PET S SHOP KADAVANTHRA KOCHI,C3533267,1510.0,1,1
SANVORDEM,C1660345,1508.0,1,1
ROAD EMP ID P 12002 BANGALORE,C8651691,1506.0,1,1
NO3 MUMBAI,C6210154,1503.0,1,1
PATANCHERU HYDERABAD,C6612526,1502.0,1,1
TRICHY RURAL,C3131852,1502.0,1,1
NICOBAR ISLANDS PORT BLAIR,C8458382,1501.0,1,1
AHAMADNAGAR,C8610433,1500.0,1,1
AHMEDABAD SANAND,C1461050,1500.0,1,1
ASHOK NAGAR,C8841430,1500.0,1,1
AVINASHI,C2631125,1500.0,1,1
BARSAR,C1981871,1500.0,1,1
BHAYANDER (WEST) THANE,C6967760,1500.0,1,1
CINEMA MAHIM MUMBAI,C7230952,1500.0,1,1
DEOGARH,C7521365,1500.0,1,1
DESAI RD ANDHERI (W) MUMBAI,C2712533,1500.0,1,1
DEVLALI NASHIK,C7813942,1500.0,1,1
DIST-PUNE PUNE,C1394755,1500.0,1,1
DISTT ALWAR BHIWADI,C1841888,1500.0,1,1
DOORVANI NGR PO BANGALORE,C4140755,1500.0,1,1
EXTENSION OSHIWARA MUMBAI,C3354033,1500.0,1,1
GANDEED,C5925486,1500.0,1,1
GOBI,C2823935,1500.0,1,1
GOVT HOSPITAL HYDERABAD,C2862333,1500.0,1,1
GRAMMER HIGH SCHOOL HYDERABAD,C8629647,1500.0,1,1
IMMACULATE SCHOOL MUMBAI,C1826558,1500.0,1,1
JANGAREDDIGUDEM,C1337017,1500.0,1,1
KALYANPUR DIST HARIDWAR ROORKEE,C4119686,1500.0,1,1
KOPERKAIRNE,C1937416,1500.0,1,1
KORAMANGALAM BANGALORE,C1318125,1500.0,1,1
LUCKY RESTAURANT GIDC VAPI VAPI,C1412281,1500.0,1,1
MADIPPAKKAM,C8013830,1500.0,1,1
MALALGAON,C3533383,1500.0,1,1
MANDIR NASHIK,C3631325,1500.0,1,1
MARIGOLD PREMISES KALYANI NGR PUNE,C1431344,1500.0,1,1
MARKET VISAKHAPATANAM,C6530878,1500.0,1,1
MHADA MUMBAI,C7427636,1500.0,1,1
MIDC MUMBAI,C4727436,1500.0,1,1
MOHADI,C4638879,1500.0,1,1
MOREN CHANDEL,C8020574,1500.0,1,1
MUMBAI MIRA RD E,C2913786,1500.0,1,1
MUMBAI SUBURBAN,C8440979,1500.0,1,1
MUSHEERABAD MAIN RD HYDERABAD,C8624083,1500.0,1,1
NALASOPARA-THANE,C6314040,1500.0,1,1
NAMMAKAL,C2016876,1500.0,1,1
NARELA DELHI,C1431551,1500.0,1,1
NAZAFGARH,C2024436,1500.0,1,1
NEEM KA THANA NEEM KA THANA,C4926169,1500.0,1,1
OLD GOA TISWADI,C7214081,1500.0,1,1
OLD PANVEL,C2973252,1500.0,1,1
PATTIVEERANPATTI,C2119245,1500.0,1,1
PEN DT RAIGAD,C8932966,1500.0,1,1
PILLAR NO 725 NEW DELHI,C3741835,1500.0,1,1
ROAD CHURCHGATE MUMBAI,C1866662,1500.0,1,1
